image_name,mean,max,min
img_2128,1195.0,2166,681
img_2129,893.0,1615,583
img_2130,1385.4,2379,828
img_2131,941.0,1169,686
img_2132,1190.1,3008,606
img_2133,1112.9,2635,613
img_2134,1810.6,4306,888
img_2135,1022.1,1550,750
img_2136,990.3,1542,656
img_2137,2332.6,9152,839
img_2138,1308.4,2613,695
img_2139,1152.7,2342,735
img_2140,1676.9,3496,854
img_2141,1143.4,2022,815
img_2142,1548.4,4565,909
img_2143,1510.5,3346,716
img_2144,1468.8,5442,662
img_2145,1042.8,1294,797
img_2146,1293.2,2142,839
img_2147,1340.2,2704,767
img_2148,4002.2,30382,783
img_2149,807.5,1014,550
img_2150,1109.9,1896,831
img_2151,1064.9,1638,584
img_2152,1514.0,3407,879
img_2153,1261.7,1991,910
img_2154,1156.4,2516,766
img_2155,1180.4,2087,894
img_2156,1167.4,1602,815
img_2157,1016.2,1647,681
img_2158,1011.8,1528,791
img_2159,919.9,1877,638
img_2160,1155.9,1837,790
img_2161,1157.0,1890,845
img_2162,938.3,1167,597
img_2163,853.3,1159,631
img_2164,1182.0,2335,494
img_2165,1946.6,5727,829
img_2166,1453.4,4419,726
img_2167,985.6,1638,695
img_2168,1880.1,4655,981
img_2169,1026.6,1883,694
img_2170,982.5,1182,750
img_2171,988.1,1285,755
img_2172,895.2,1113,676
img_2173,1277.0,2302,758
img_2174,1167.1,2644,702
img_2175,1369.3,2144,950
img_2176,1448.3,3175,574
img_2177,960.6,1182,639
img_2178,1107.0,1643,799
img_2179,1028.9,1389,764
img_2180,995.5,1540,703
img_2181,1010.6,1535,727
img_2182,1093.1,2032,662
img_2183,1188.0,1723,806
img_2184,1073.4,1367,790
img_2185,977.0,1334,775
img_2186,1230.5,2371,710
img_2187,1227.9,3085,589
img_2188,1297.9,2543,869
img_2189,1393.8,2983,959
img_2190,979.9,1350,743
img_2191,1229.0,1910,751
img_2192,2276.9,8303,837
img_2193,1235.4,2256,734
img_2194,1158.4,1706,740
img_2195,1237.3,2135,892
img_2196,938.3,1194,791
img_2197,1029.2,1663,582
img_2198,1004.6,1359,750
img_2199,1101.7,2293,749
img_2200,1191.9,1855,752
img_2201,1271.3,2763,702
img_2202,1514.9,4424,758
img_2203,1147.8,1542,878
img_2204,1006.4,1752,735
img_2205,1441.8,2446,1152
img_2206,946.6,1175,606
img_2207,1368.3,2029,813
img_2208,1882.2,4795,759
img_2209,1403.2,3070,801
img_2210,1613.4,6863,787
img_2211,1371.0,2480,783
img_2212,1056.8,1422,831
img_2213,1323.4,1566,1045
img_2214,1270.3,3842,686
img_2215,1095.3,2139,735
img_2216,936.9,1302,742
img_2217,1033.5,1441,695
img_2218,864.1,1372,518
img_2219,1104.2,2318,780
img_2220,1213.6,1911,848
img_2221,990.9,1693,731
img_2222,1052.9,2025,693
img_2223,1100.3,1719,852
img_2224,1231.0,2904,759
img_2225,1240.1,1999,759
img_2226,1177.0,1615,846
img_2227,1159.6,2254,556
img_2228,1096.5,1426,774
img_2229,1706.4,3088,933
img_2230,1005.4,1239,830
img_2231,1440.8,4760,727
img_2232,1273.7,2905,719
img_2233,1638.3,3566,950
img_2234,1087.2,1856,852
img_2235,1022.7,1556,740
img_2236,1296.8,3197,702
img_2237,1280.6,3893,830
img_2238,1058.9,2052,653
img_2239,981.5,1591,717
img_2240,1093.8,1471,719
img_2241,1501.6,6766,628
img_2242,1200.0,1655,863
img_2243,1176.6,1961,726
img_2244,1468.5,2839,1028
img_2245,1050.7,2182,759
img_2246,1084.6666666666667,1812,590
img_2247,1154.1,2341,784
img_2248,874.1,1068,647
img_2249,861.9,1039,678
img_2250,1044.8,1317,791
img_2251,1346.4,1853,870
img_2252,1786.8,4893,764
img_2253,1030.1,1286,742
img_2254,1186.9,1777,855
img_2255,1014.0,1651,279
img_2256,1167.9,1534,919
img_2257,1103.6,1319,846
img_2258,1143.2,2359,774
img_2259,1588.4,7312,763
img_2260,959.1,1135,800
img_2261,1268.3,1741,958
img_2262,927.0,1422,744
img_2263,1338.5,3247,694
img_2264,1583.2,3273,990
img_2265,1049.4,1910,597
img_2266,899.8,1165,615
img_2267,1238.1,2852,807
img_2268,1097.1,2317,749
img_2269,1234.4,1516,1063
img_2270,913.5,1094,779
img_2271,1187.1,1407,927
img_2272,1155.9,2376,598
img_2273,1155.6,2303,647
img_2274,1461.6,1957,887
img_2275,1295.6,2245,511
img_2276,1788.6,6678,743
img_2277,1527.7,5519,774
img_2278,1139.0,1502,885
img_2279,1213.0,4655,701
img_2280,1177.7,2645,566
img_2281,1624.9,6451,726
img_2282,1582.9,2961,919
img_2283,1152.7,2552,722
img_2284,1079.2,1910,660
img_2285,1184.9,1534,864
img_2286,1448.9,2354,887
img_2287,1295.3,1879,1006
img_2288,1156.5,2072,799
img_2289,1174.8,1817,855
img_2290,903.9,1206,559
img_2291,1038.4,2136,630
img_2292,1136.0,1588,847
img_2293,1377.3,2499,822
img_2294,1349.2,2049,894
img_2295,1136.2,1744,743
img_2296,1097.5,1534,807
img_2297,1070.4,1401,711
img_2298,1565.8,4000,638
img_2299,1063.2,1519,667
img_2300,1441.8,3556,702
img_2301,1126.2,1711,622
img_2302,1432.5,3470,749
img_2303,1345.1,2338,815
img_2304,902.3,1486,519
img_2305,926.5,1247,542
img_2306,1454.0,5112,700
img_2307,1121.4,1497,815
img_2308,1310.1,3374,764
img_2309,1386.4,2398,951
img_2310,1241.9,2198,874
img_2311,1428.4,2991,695
img_2312,1443.7,3301,688
img_2313,1259.9,2063,980
img_2314,1304.0,1583,871
img_2315,1627.2,2744,750
img_2316,1211.0,1885,750
img_2317,1089.0,1511,775
img_2318,995.3,1391,553
img_2319,1243.3,2406,598
img_2320,1033.6,1381,830
img_2321,1431.6,4188,838
img_2322,1569.0,3342,895
img_2323,1073.7,1407,821
img_2324,1211.2,3859,583
img_2325,1315.5,2799,693
img_2326,1159.8,1740,560
img_2327,1638.2,4961,821
img_2328,1159.9,1339,912
img_2329,1008.4,1879,671
img_2330,1152.3,2401,767
img_2331,947.3,1150,759
img_2332,1026.7,1262,829
img_2333,1217.1,1860,910
img_2334,1175.1,3775,767
img_2335,1060.3,1863,718
img_2336,903.1,1151,493
img_2337,889.4,1067,670
img_2338,1302.0,4447,788
img_2339,1827.8,3027,727
img_2340,1168.3,2207,853
img_2341,1513.2,2471,1047
img_2342,1129.1,1423,679
img_2343,941.9,1461,679
img_2344,1171.6,1910,852
img_2345,935.4,1293,733
img_2346,1020.8,1788,767
img_2347,1152.8,2199,655
img_2348,1257.2,2541,640
img_2349,1169.1,2696,639
img_2350,1093.7,1526,743
img_2351,1144.7,1880,829
img_2352,842.7,934,690
img_2353,1658.9,6581,765
img_2354,1141.5,2868,703
img_2355,1306.0,3231,725
img_2356,946.4,1587,631
img_2357,1551.8,2916,718
img_2358,1258.7,4265,662
img_2359,1261.8,1913,869
img_2360,1263.5,3160,734
img_2361,1325.2,2115,710
img_2362,1007.4,1311,502
img_2363,1521.0,2130,1198
img_2364,924.5,1191,149
img_2365,1272.0,1815,974
img_2366,1596.3,3736,1031
img_2367,951.0,1471,750
img_2368,1049.3,1439,833
img_2369,1444.8,3151,742
img_2370,1102.1,1559,824
img_2371,1279.6,2749,749
img_2372,1044.7,1775,658
img_2373,861.9,1110,727
img_2374,1112.0,1738,636
img_2375,2244.7,10057,981
img_2376,1261.9,2404,759
img_2377,1054.8,1775,726
img_2378,1284.1,1753,967
img_2379,1228.9,2537,630
img_2380,1464.6,4831,582
img_2381,951.6,1462,605
img_2382,1267.9,2349,959
img_2383,912.5,1211,735
img_2384,932.6,1259,620
img_2385,1002.1,1526,734
img_2386,984.8,1303,799
img_2387,1152.6,1438,783
img_2388,1032.7,1319,759
img_2389,1048.5,1534,458
img_2390,1384.8,2498,941
img_2391,1104.6,2188,748
img_2392,1048.0,1383,639
img_2393,1115.4,1815,871
img_2394,1043.5,1487,705
img_2395,1445.0,1910,1040
img_2396,1511.2,3107,655
img_2397,1113.8,1662,790
img_2398,1081.3,1783,701
img_2399,906.0,1317,646
img_2400,1513.2,3634,718
img_2401,1214.0,2558,868
img_2402,1421.5,3262,663
img_2403,1007.1,1351,590
img_2404,2017.0,5584,749
img_2405,1698.2,5454,678
img_2406,1175.4,1447,883
img_2407,1225.8,2813,750
img_2408,1103.4,1536,758
img_2409,1119.0,1872,735
img_2410,1229.3,2911,831
img_2411,1296.8,2456,663
img_2412,1184.3,3517,677
img_2413,1197.0,2199,671
img_2414,1491.5,2234,727
img_2415,1905.7,4328,847
img_2416,1247.4,2422,918
img_2417,1144.7,1575,902
img_2418,1469.6,2453,710
img_2419,1118.1,1726,655
img_2420,1175.4,2703,726
img_2421,1096.4,1678,767
img_2422,974.9,1608,679
img_2423,1206.5,1599,883
img_2424,1031.4,1726,768
img_2425,1028.8,1811,663
img_2426,931.1,1230,662
img_2427,1495.9,4471,886
img_2428,958.1,1822,731
img_2429,987.8,1339,780
img_2430,1297.8,3175,806
img_2431,3373.8,24757,784
img_2432,1072.1,1916,797
img_2433,1119.3,2840,708
img_2434,2039.4,7992,846
img_2435,1100.7,1823,749
img_2436,1351.7,4420,669
img_2437,1309.6,2590,855
img_2438,940.9,1533,728
img_2439,1168.5,2967,486
img_2440,1733.7,6334,823
img_2441,955.2,1479,671
img_2442,1412.2,2163,887
img_2443,1019.2,1601,669
img_2444,970.9,1705,591
img_2445,1284.5,2006,999
img_2446,1185.3,1756,773
img_2447,1064.4,2235,629
img_2448,1107.7,2479,628
img_2449,901.2,1159,633
img_2450,872.8,1135,606
img_2451,1852.8,10032,444
img_2452,1130.3,2103,766
img_2453,1164.3,2054,694
img_2454,1278.4,2792,950
img_2455,1016.8,1318,712
img_2456,1595.6,3427,985
img_2457,1032.2,1311,726
img_2458,1361.0,2017,1069
img_2459,1016.5,2005,495
img_2460,1808.4,7017,807
img_2461,1216.3,1788,821
img_2462,1322.9,2305,893
img_2463,1257.2,3593,760
img_2464,1442.9,2340,983
img_2465,1270.5,2526,935
img_2466,1195.7,3848,751
img_2467,1321.0,2327,895
img_2468,1038.1,1479,711
img_2469,1089.3,1359,494
img_2470,1126.9,1779,645
img_2471,1097.6,1594,846
img_2472,1109.5,1759,846
img_2473,1095.7,1693,742
img_2474,1814.9,3468,703
img_2475,1193.9,1879,744
img_2476,973.6,1327,757
img_2477,1414.5,3085,987
img_2478,1276.0,1910,1083
img_2479,1557.8,5615,744
img_2480,923.3,1367,718
img_2481,3360.8,17129,832
img_2482,1293.0,1687,998
img_2483,1191.5,3616,680
img_2484,982.0,1923,743
img_2485,1358.9,2713,623
img_2486,1231.9,2521,656
img_2487,1049.1,1590,766
img_2488,1065.9,1543,807
img_2489,1219.8,1911,838
img_2490,1076.1,1593,726
img_2491,1224.4,2118,710
img_2492,1134.3,1702,693
img_2493,1007.4,1630,671
img_2494,1029.6,1735,679
img_2495,1490.6,3991,719
img_2496,1143.6,1464,767
img_2497,1018.1,2198,711
img_2498,1036.1,2460,702
img_2499,1528.5,6203,807
img_2500,913.3,1167,767
img_2501,1151.7,2855,510
img_2502,1232.1,2496,495
img_2503,1698.2,3256,831
img_2504,1335.4,3987,698
img_2505,1160.6,2678,669
img_2506,1051.2,1414,663
img_2507,1476.7,2518,960
img_2508,1860.4,3738,806
img_2509,1045.7,1367,822
img_2510,1594.5,5248,780
img_2511,1259.8,1982,839
img_2512,1014.7,1739,758
img_2513,1603.2,7719,662
img_2514,1355.2,2461,790
img_2515,802.1,961,598
img_2516,1001.2,1514,668
img_2517,953.9,1431,598
img_2518,1193.3,1991,501
img_2519,1366.8,2679,949
img_2520,1004.7,1437,775
img_2521,984.0,1350,719
img_2522,1635.7,3392,719
img_2523,1442.4,2687,1038
img_2524,1348.6,2887,764
img_2525,1109.0,1542,710
img_2526,1461.3,2487,982
img_2527,963.3,1576,662
img_2528,1140.4,2488,863
img_2529,1074.0,1542,711
img_2530,1198.4,3416,726
img_2531,1011.0,1855,767
img_2532,1254.9,2059,598
img_2533,1069.5,1702,811
img_2534,900.1,1333,598
img_2535,1320.7,1989,1077
img_2536,818.9,1011,680
img_2537,940.0,1275,674
img_2538,931.9,1446,606
img_2539,1120.0,1444,845
img_2540,1267.4,1989,735
img_2541,1216.9,1959,854
img_2542,1138.2,2135,848
img_2543,873.9,1302,574
img_2544,849.6,1136,607
img_2545,1249.3,3167,758
img_2546,1409.9,3304,639
img_2547,1140.3,2318,772
img_2548,1042.3,2400,751
img_2549,1684.9,4544,1127
img_2550,972.8,1629,615
img_2551,926.0,1367,652
img_2552,2954.4,18056,1006
img_2553,1023.4,1351,823
img_2554,1317.2,2838,847
img_2555,1186.3,2151,662
img_2556,1374.5,4377,726
img_2557,1211.2,3250,693
img_2558,1156.0,2167,862
img_2559,1213.2,1359,967
img_2560,1187.8,1641,850
img_2561,979.1,1325,606
img_2562,1685.3,4863,829
img_2563,1194.3,2662,815
img_2564,1189.9,1656,790
img_2565,1049.8,1710,718
img_2566,2197.0,6633,751
img_2567,1627.0,2990,1047
img_2568,1244.6,1639,758
img_2569,4274.0,33828,620
img_2570,1090.8,2632,640
img_2571,1345.9,4887,815
img_2572,2605.6,7302,701
img_2573,1381.3,2513,755
img_2574,939.9,1314,638
img_2575,904.8,1488,679
img_2576,1153.7,3024,800
img_2577,966.3,1287,611
img_2578,938.0,1266,727
img_2579,4682.5,37995,759
img_2580,1045.7,1802,679
img_2581,992.7,1331,820
img_2582,1017.0,1534,567
img_2583,1043.9,1305,718
img_2584,911.7,1252,706
img_2585,972.9,1342,679
img_2586,1047.6,1853,662
img_2587,1401.7,4881,717
img_2588,1180.8,2062,741
img_2589,1304.9,1908,709
img_2590,965.1,1462,693
img_2591,1026.9,1711,709
img_2592,1075.9,2079,701
img_2593,1045.0,1808,759
img_2594,1354.6,2851,783
img_2595,1147.5,1815,813
img_2596,1081.5,2909,646
img_2597,1408.9,3215,878
img_2598,1016.8,1318,737
img_2599,1476.2,2972,830
img_2600,995.9,1782,644
img_2601,1045.0,1470,630
img_2602,944.9,1351,686
img_2603,1023.3,1607,743
img_2604,1841.5,9501,646
img_2605,1199.6,1720,917
img_2606,1170.8,1364,1021
img_2607,1267.3,2112,783
img_2608,1480.8,2663,615
img_2609,1066.1,1950,607
img_2610,1075.4,1502,774
img_2611,1045.3,1718,575
img_2612,1634.7,7072,609
img_2613,1471.5,4108,895
img_2614,980.8,1599,647
img_2615,1577.4,4732,827
img_2616,989.2,1587,666
img_2617,1164.5,1550,860
img_2618,1685.2,3584,846
img_2619,1716.2,4307,606
img_2620,1221.3,2022,655
img_2621,1051.3,1316,847
img_2622,1117.7,1752,861
img_2623,905.9,1077,727
img_2624,1282.2,2332,863
img_2625,1275.4,1837,1005
img_2626,1160.2,1887,758
img_2627,1160.2,1765,767
img_2628,1327.0,2682,742
img_2629,1029.3,1405,695
img_2630,990.8,1165,758
img_2631,1108.1,1622,800
img_2632,1135.6,2245,735
img_2633,1061.4,1309,654
img_2634,1420.4,2738,847
img_2635,1298.4,3615,772
img_2636,962.5,1309,719
img_2637,1472.9,2845,789
img_2638,1132.2,2159,719
img_2639,1164.0,1653,783
img_2640,1247.0,3071,751
img_2641,1523.8,4888,815
img_2642,1080.1,1830,783
img_2643,1012.4,1431,639
img_2644,1480.2,2063,1094
img_2645,1024.0,1598,742
img_2646,1170.2,2936,542
img_2647,1029.7,2013,670
img_2648,925.1,1262,606
img_2649,1290.9,3809,655
img_2650,1260.2,3575,827
img_2651,1334.5,2993,862
img_2652,943.2,1331,735
img_2653,1057.6,1303,639
img_2654,1245.2,2295,678
img_2655,1209.4,1783,815
img_2656,922.0,1342,733
img_2657,947.0,1471,599
img_2658,936.6,1789,568
img_2659,1188.9,1926,780
img_2660,1212.7,2046,590
img_2661,1108.5,1521,822
img_2662,958.7,1245,742
img_2663,979.8,1211,815
img_2664,1409.2,2623,804
img_2665,1058.1,2371,645
img_2666,1224.7,1924,821
img_2667,1233.0,1783,902
img_2668,1129.2,1519,679
img_2669,1008.0,1288,703
img_2670,1162.5,1508,960
img_2671,970.2,1231,814
img_2672,1958.6,9522,926
img_2673,1112.1,1455,879
img_2674,959.1,1689,623
img_2675,1317.2,3488,759
img_2676,1754.8,2889,1224
img_2677,1399.1,2166,936
img_2678,1200.7,2208,728
img_2679,1253.2,2486,775
img_2680,1072.4,1591,819
img_2681,1046.9,1279,816
img_2682,1256.6,2450,798
img_2683,1164.1,1512,732
img_2684,1046.1,1423,656
img_2685,859.8,1263,559
img_2686,1074.6,1698,711
img_2687,1640.1,2834,830
img_2688,1177.5,2455,780
img_2689,1125.8,1528,711
img_2690,984.1,1142,783
img_2691,1413.9,2616,573
img_2692,1160.0,3320,663
img_2693,1244.6,1919,821
img_2694,1702.5,3639,975
img_2695,1047.3,1758,678
img_2696,1459.5,4869,719
img_2697,1207.0,2047,769
img_2698,1122.4,2117,851
img_2699,1043.7,2260,583
img_2700,1007.0,1316,749
img_2701,1653.6,3542,982
img_2702,1257.1,1438,951
img_2703,1154.3,1638,737
img_2704,1199.7,3475,758
img_2705,912.2,1266,735
img_2706,1035.9,1679,642
img_2707,911.9,1261,663
img_2708,936.4,1726,758
img_2709,1030.6,1607,751
img_2710,1203.0,3172,728
img_2711,959.0,1302,726
img_2712,1541.3,3775,878
img_2713,1414.8,3094,750
img_2714,1165.2,1888,863
img_2715,898.6,1159,534
img_2716,1118.5,1478,780
img_2717,1236.6,4009,695
img_2718,1401.1,1999,719
img_2719,1035.7,1696,560
img_2720,1052.8,2023,721
img_2721,1728.2,7077,777
img_2722,1149.2,1806,853
img_2723,819.9,1366,599
img_2724,1159.7,1617,895
img_2725,1226.5,4005,763
img_2726,1302.3,1791,904
img_2727,1117.9,1503,743
img_2728,839.2,1110,574
img_2729,1284.4,1856,736
img_2730,1089.8,1521,815
img_2731,958.4,1109,751
img_2732,1007.1,1221,838
img_2733,1086.3,1453,782
img_2734,1419.3,6664,639
img_2735,1401.1,2199,900
img_2736,1348.9,2092,974
img_2737,1335.4,2401,727
img_2738,1452.7,3076,951
img_2739,1213.9,2149,695
img_2740,1127.1,2224,760
img_2741,1250.5,2268,911
img_2742,1197.3,2654,766
img_2743,944.9,1328,582
img_2744,1102.0,1793,695
img_2745,1118.1,1622,830
img_2746,1626.3,5320,751
img_2747,1194.6,1904,877
img_2748,1261.0,3088,542
img_2749,876.4,1519,575
img_2750,1177.5,1838,869
img_2751,1254.0,3456,770
img_2752,1494.6,2198,759
img_2753,1238.3,1967,773
img_2754,2709.7,16876,709
img_2755,1221.1,1661,894
img_2756,1032.4,2190,670
img_2757,1641.7,2607,975
img_2758,1216.0,1807,776
img_2759,1013.6,1659,683
img_2760,1796.8,3600,770
img_2761,1192.6,1945,707
img_2762,2052.0,8233,702
img_2763,1184.3,1777,718
img_2764,879.1,1368,654
img_2765,1251.4,3800,695
img_2766,983.5,1166,846
img_2767,1292.2,1631,1071
img_2768,932.4,1079,776
img_2769,1112.9,1493,934
img_2770,1435.9,2776,863
img_2771,1353.2,3113,880
img_2772,1280.6,2830,710
img_2773,1179.0,1908,864
img_2774,1313.1,2503,894
img_2775,893.1,1265,670
img_2776,1638.2,3906,895
img_2777,1102.5,1908,652
img_2778,1162.7,1771,860
img_2779,2813.1,15699,597
img_2780,1108.7,1887,820
img_2781,948.3,1351,655
img_2782,995.5,1342,663
img_2783,1012.0,1623,664
img_2784,1128.4,1591,791
img_2785,2133.0,4720,823
img_2786,967.4,1065,839
img_2787,1225.3,2030,919
img_2788,992.1,1286,726
img_2789,1137.9,2332,783
img_2790,1765.5,4183,628
img_2791,1133.4,1755,630
img_2792,1643.8,2607,1018
img_2793,1476.8,3087,823
img_2794,1220.8,3175,781
img_2795,1296.6,3074,840
img_2796,1605.9,2371,1164
img_2797,1185.6,2319,652
img_2798,1541.0,5280,613
img_2799,1116.2,2084,854
img_2800,966.8,1452,646
img_2801,1169.7,1741,957
img_2802,1915.8,4625,1006
img_2803,1000.7,1509,691
img_2804,1617.4,3054,829
img_2805,1032.1,1365,751
img_2806,911.4,1118,599
img_2807,952.4,1515,526
img_2808,1287.7,2484,760
img_2809,901.0,1468,638
img_2810,1447.8,2727,831
img_2811,1017.5,1444,575
img_2812,940.3,1335,728
img_2813,1059.9,2768,687
img_2814,1640.6,5274,838
img_2815,1178.6,2606,670
img_2816,1028.6,1596,687
img_2817,1052.8,1335,709
img_2818,1201.8,2159,863
img_2819,2185.1,7072,1271
img_2820,996.1,1279,534
img_2821,4241.2,33810,840
img_2822,2228.0,10669,807
img_2823,1009.7,1549,620
img_2824,1482.5,2377,849
img_2825,1264.6,1807,781
img_2826,1143.1,2342,586
img_2827,1494.4,3208,662
img_2828,981.0,1438,615
img_2829,1362.5,2430,807
img_2830,1106.2,1367,760
img_2831,1236.8,1567,1038
img_2832,1681.5,3031,918
img_2833,1798.2,5270,998
img_2834,1142.2,1431,742
img_2835,1172.6,1776,815
img_2836,1176.3,1773,766
img_2837,1017.1,1607,750
img_2838,1073.6,1463,821
img_2839,993.7,1375,599
img_2840,909.2,1663,574
img_2841,1339.3,2213,1009
img_2842,1365.0,3251,831
img_2843,924.3,1215,534
img_2844,1319.8,2887,790
img_2845,1171.0,1636,831
img_2846,1395.0,2736,823
img_2847,1406.3,3874,767
img_2848,1006.3,1845,631
img_2849,1150.5,2302,764
img_2850,999.1,2095,551
img_2851,1313.7,2125,612
img_2852,1110.2,1918,775
img_2853,1362.0,2986,887
img_2854,1400.3,4416,732
img_2855,1341.8,2483,839
img_2856,1142.3,1599,889
img_2857,1665.4,3198,943
img_2858,1425.9,2781,839
img_2859,1470.4,3643,703
img_2860,1192.0,1588,813
img_2861,1285.8,1701,1030
img_2862,1709.1,7502,782
img_2863,1769.4,6328,767
img_2864,1220.3,1759,807
img_2865,963.5,1150,751
img_2866,1455.8,2690,1104
img_2867,1343.2,4472,711
img_2868,1006.9,1232,854
img_2869,1126.0,1622,669
img_2870,1046.3,2113,766
img_2871,1524.3,3935,918
img_2872,1236.6,2639,767
img_2873,1002.3,1623,696
img_2874,1219.3,2414,686
img_2875,1208.2,1454,909
img_2876,1468.3,4382,927
img_2877,1153.3,2082,839
img_2878,1629.5,3448,719
img_2879,1447.9,3064,727
img_2880,1133.2,1846,766
img_2881,1436.8,3590,575
img_2882,1260.0,2061,851
img_2883,1121.7,1799,772
img_2884,1049.8,1790,543
img_2885,1670.1,2496,1126
img_2886,1376.5,2699,698
img_2887,1258.2,1783,878
img_2888,1361.7,2535,998
img_2889,1245.2,3236,557
img_2890,1176.3,1421,895
img_2891,999.8,1932,599
img_2892,1383.8,4277,654
img_2893,913.0,1222,735
img_2894,988.9,1261,735
img_2895,1197.0,1846,839
img_2896,894.9,1096,629
img_2897,1111.0,2414,756
img_2898,1114.2,1552,687
img_2899,1765.2,4225,869
img_2900,893.3,1190,623
img_2901,1061.7,1619,766
img_2902,1228.9,1850,590
img_2903,1014.4,1469,709
img_2904,1343.3,1734,1133
img_2905,1109.5,1879,598
img_2906,1253.5,2103,791
img_2907,1492.8,4889,755
img_2908,1063.3,1334,869
img_2909,843.5,1326,606
img_2910,1025.4,1359,581
img_2911,1050.1,1822,735
img_2912,1211.1,3088,615
img_2913,977.5,1260,626
img_2914,1258.8,2793,775
img_2915,1216.7,1839,933
img_2916,1304.1,1647,1095
img_2917,1249.3,2590,789
img_2918,1334.3,1653,1089
img_2919,2641.9,11237,924
img_2920,1168.5,2596,639
img_2921,1173.6,1793,815
img_2922,1100.3,2437,750
img_2923,1767.3,7798,798
img_2924,1392.8,2834,797
img_2925,1164.3,1768,887
img_2926,1377.4,2085,1100
img_2927,1066.3,2528,527
img_2928,1343.1,1913,952
img_2929,1129.5,2269,690
img_2930,975.0,1365,560
img_2931,1110.6,1829,630
img_2932,1612.0,6911,759
img_2933,1077.0,1855,605
img_2934,1006.0,1537,687
img_2935,1051.7,1833,606
img_2936,983.1,1762,537
img_2937,1617.2,3163,852
img_2938,1783.8,2871,1114
img_2939,2655.4,13000,1006
img_2940,1593.6,4064,1039
img_2941,1028.6,1873,735
img_2942,1019.2,1671,598
img_2943,1110.4,2341,695
img_2944,1329.8,2399,1001
img_2945,1827.5,3994,735
img_2946,1187.0,1887,774
img_2947,1031.9,1448,630
img_2948,1383.4,2873,927
img_2949,1107.1,1399,911
img_2950,2437.9,12888,862
img_2951,948.8,1584,711
img_2952,1185.0,2646,765
img_2953,1029.0,1719,559
img_2954,1267.4,3559,613
img_2955,1255.9,3432,613
img_2956,1246.8,1935,831
img_2957,1345.5,3464,711
img_2958,1068.3,1732,742
img_2959,1068.3,1413,757
img_2960,1019.8,2243,552
img_2961,1572.4,6479,767
img_2962,1922.5,10248,670
img_2963,1122.4,2414,592
img_2964,1168.6,1871,856
img_2965,1850.2,6954,708
img_2966,1105.7,1687,695
img_2967,977.7,1520,687
img_2968,996.8,1413,758
img_2969,1361.8,2812,885
img_2970,1280.6,2711,792
img_2971,1247.9,3424,732
img_2972,1236.6,2225,710
img_2973,1279.6,4113,623
img_2974,941.3,1384,599
img_2975,1383.7,2119,1020
img_2976,1222.6,4411,621
img_2977,1000.4,1268,694
img_2978,918.3,1142,733
img_2979,1594.6,3527,790
img_2980,1039.3,2761,628
img_2981,1167.3,1921,793
img_2982,967.6,1485,734
img_2983,993.5,1373,797
img_2984,1297.1,5177,631
img_2985,1212.7,1657,679
img_2986,1087.9,2556,631
img_2987,1000.4,1975,663
img_2988,1473.6,3204,840
img_2989,936.7,1415,708
img_2990,3446.2,18526,950
img_2991,1049.3,1374,872
img_2992,1008.6,1761,574
img_2993,1965.0,8935,990
img_2994,1079.0,1973,671
img_2995,1704.7,5454,878
img_2996,1249.1,2069,816
img_2997,1292.9,2303,1000
img_2998,2388.9,13831,661
img_2999,991.6,1485,758
img_3000,1360.9,2112,879
img_3001,2175.7,7943,999
img_3002,2074.1,5063,886
img_3003,1178.9,1462,909
img_3004,1046.7,1423,527
img_3005,1375.4,5770,598
img_3006,1425.3,5245,772
img_3007,993.7,1381,822
img_3008,851.8,1852,534
img_3009,1318.8,2104,853
img_3010,1339.2,2841,852
img_3011,1410.5,2941,603
img_3012,1094.7,1618,751
img_3013,1218.9,2479,867
img_3014,1888.9,4728,806
img_3015,1334.1,3303,784
img_3016,1487.6,2231,1095
img_3017,1790.9,4000,669
img_3018,1295.3,1692,831
img_3019,1437.5,2815,911
img_3020,2814.0,11176,974
img_3021,1827.6,5823,790
img_3022,970.2,1607,629
img_3023,1195.0,2925,702
img_3024,875.1,1102,630
img_3025,1260.9,1807,1030
img_3026,1045.5,2668,686
img_3027,1226.3,2191,710
img_3028,1567.6,5818,742
img_3029,1418.2,2390,862
img_3030,944.4,1191,735
img_3031,1061.7,1719,566
img_3032,1041.5,1767,678
img_3033,909.3,1261,567
img_3034,1613.7,2697,974
img_3035,1203.1,2893,783
img_3036,1224.4,2231,791
img_3037,1049.1,1765,639
img_3038,1148.7,2046,678
img_3039,998.8,1335,724
img_3040,1092.4,1629,782
img_3041,1112.5,1812,667
img_3042,1067.8,1471,886
img_3043,1304.3,1799,1010
img_3044,1025.3,1262,829
img_3045,3374.2,22824,664
img_3046,1027.5,1750,686
img_3047,1235.5,2663,735
img_3048,1052.9,1704,718
img_3049,865.7,1006,743
img_3050,1231.6,3768,727
img_3051,1042.6,1837,678
img_3052,1139.8,1830,607
img_3053,1120.2,2830,733
img_3054,1273.2,2429,918
img_3055,1150.0,1895,635
img_3056,2154.0,4404,1254
img_3057,1017.8,1750,744
img_3058,973.9,1646,710
img_3059,1623.4,3023,860
img_3060,1178.8,2617,807
img_3061,1044.6,1372,710
img_3062,2286.7,8188,1023
img_3063,1230.6,1726,957
img_3064,1171.6,1782,566
img_3065,1436.6,4220,702
img_3066,1365.6,2254,740
